oldPathOrUrl,collection,documentId,field,fileExists,fileSizeBytes,mimeType,sha256,isValidImage,isReferenced,cloudinaryFolder,action,reason,expectedNewUrl
https://res.cloudinary.com/afthor2f/image/upload/v1786302327/emare_elms/course_thumbnails/nwaqymfu84pvirvqvu86.png,courses,6a738f75f3e6b1c6a858f638,thumbnailUrl,false,0,image/*,,true,true,emare_elms/course_thumbnails,already_cloudinary,DB value is a Cloudinary URL,
http://localhost:5000/uploads/file_1786180740737_gta6i5.png,users,6a76ee58a738c3885c1d1055,avatarUrl,false,0,,,false,true,,broken_reference,DB references a /uploads/ file that does not exist on disk,
